Product ID,Product Available to User (Y/N),Product Category,Product,Product Description,Material Description,Size/Options,Case Count (Units per Case),Gross Case Weight (lbs),Box Material,Box Weight as % of Gross Weight,Box Weight (lbs),Net Case Weight (lbs),Case Price ($),Item Weight (lbs),Primary Material,"MTCO2eq per 1.0 pounds reduced",EF,CO2eq per item (lb),Secondary Material (Lining/Wrapper),Secondary Material % of Weight,Primary Material Weight per Unit (lbs),Second Material Weight per Unit (lbs),Brand,Manufacturer Model Number,Resource Link
131,Y,Utensils,Spoon,Durable PP Spoon,Plastic (#5 PP),Standard,24,0.7383,Corrugated Cardboard,12.5%,0.09,0.65,$9.99,0.0269,Plastic (#5 PP),0.00100697,2.22,0.0598,,,0.0269,,Zoyiancy,,https://www.amazon.com/Cutlery-Reusable-Flatware-Utensils-Camping/dp/B0BFDJK5CZ/ref=sr_1_5?keywords=reusable%2Bplastic%2Butensils&qid=1699769795&sr=8-5&th=1
132,Y,Utensils,Knife,Durable PP Knife,Plastic (#5 PP),Standard,24,0.7383,Corrugated Cardboard,12.5%,0.09,0.65,$9.99,0.0269,Plastic (#5 PP),0.00100697,2.22,0.0598,,,0.0269,,Zoyiancy,,https://www.amazon.com/Cutlery-Reusable-Flatware-Utensils-Camping/dp/B0BFDJK5CZ/ref=sr_1_5?keywords=reusable%2Bplastic%2Butensils&qid=1699769795&sr=8-5&th=1
133,Y,Foodware,Clamshell,Durable PP Clamshell- 9in x 9in x 3in,Plastic (#5 PP),"9"" x 9""",12,7.875,Corrugated Cardboard,12.5%,0.98,6.89,$132.70,0.5742,Plastic (#5 PP),0.00100697,2.22,1.2748,,,0.5742,,Eco-Takeouts,,https://www.getserveware.com/product/3-compartment-polypropylene-clear-food-reusable-container-9-l-x-9-l-x-3-5-h-g-e-t-eco-takeouts-ec-09-1-cl/
134,Y,Foodware,Clamshell,Durable PP Clamshell- 5in x 5in x 3in,Plastic (#5 PP),"5"" x 5""",24,6.3,Corrugated Cardboard,12.5%,0.79,5.51,$96.00,0.2297,Plastic (#5 PP),0.00100697,2.22,0.5099,,,0.2297,,GET Enterprises,,https://eleven36.com/Eleven-36/Disposables/To-Go-Containers/Reusable-To-Go-Containers/GET-Enterprises-EC-26-1-JA-32-oz-Polypropylene-Jade-Reusable-Soup-Container-41-oz-Rim-Full-6-5-Top-Dia-3-25-Tall-Reusable-Takeout-Container/p/sku-00097013
135,Y,Foodware,Clamshell,Durable HDPE Clamshell- 9in x 9in x 3in,HDPE,"9"" x 9""",1,0.506,Corrugated Cardboard,12.5%,0.06,0.44,$6.00,0.4428,HDPE,0.00091626,2.02,0.8944,,,0.4428,,Buoy,,https://buoy.eco/shop/buoy-reusable-food-container-64oz-1-9l-lid-without-ventilation/
136,Y,Foodware,Clamshell,Durable HDPE Clamshell- 5in x 5in x 3in,HDPE,"5"" x 5""",1,0.3696,Corrugated Cardboard,12.5%,0.05,0.32,$6.00,0.3234,HDPE,0.00091626,2.02,0.6533,,,0.3234,,Buoy,,https://buoy.eco/shop/buoy-reusable-food-container-64oz-1-9l-lid-without-ventilation/
137,Y,Foodware,Plate,Large Polypropylene Plate,Plastic (#5 PP),"9"" x 9""",10,2.48,Corrugated Cardboard,12.5%,0.31,2.17,$24.12,0.2170,Plastic (#5 PP),0.00100697,2.22,0.4817,,,0.2170,,Gilac,,https://eleven36.com/Eleven-36/Disposables/To-Go-Containers/Reusable-To-Go-Containers/GET-Enterprises-EC-26-1-JA-32-oz-Polypropylene-Jade-Reusable-Soup-Container-41-oz-Rim-Full-6-5-Top-Dia-3-25-Tall-Reusable-Takeout-Container/p/sku-00097013
138,Y,Foodware,Plate,Small Polypropylene Plate,Plastic (#5 PP),"5"" x 5""",10,1.24,Corrugated Cardboard,12.5%,0.16,1.09,$24.12,0.1085,Plastic (#5 PP),0.00100697,2.22,0.2409,,,0.1085,,Gilac,,https://eleven36.com/Eleven-36/Disposables/To-Go-Containers/Reusable-To-Go-Containers/GET-Enterprises-EC-26-1-JA-32-oz-Polypropylene-Jade-Reusable-Soup-Container-41-oz-Rim-Full-6-5-Top-Dia-3-25-Tall-Reusable-Takeout-Container/p/sku-00097013
139,Y,Foodware,Plate,Large HDPE Plate,HDPE,"9"" x 9""",10,2.48,Corrugated Cardboard,12.5%,0.31,2.17,$24.12,0.2170,HDPE,0.00091626,2.02,0.4383,,,0.2170,,Gilac,,https://www.gilac.com/en/plate/167-gilactiv-plates-pack-of-10-3573678684461.html
140,Y,Foodware,Plate,Small HDPE Plate,HDPE,"5"" x 5""",10,1.24,Corrugated Cardboard,12.5%,0.16,1.09,$24.12,0.1085,HDPE,0.00091626,2.02,0.2192,,,0.1085,,Gilac,,https://www.gilac.com/en/plate/167-gilactiv-plates-pack-of-10-3573678684461.html
141,Y,Foodware,Plate,Large Ceramic Plate,Ceramic,"9"" x 9""",8,8.73,Corrugated Cardboard,12.5%,1.09,7.64,$26.99,0.9548,Ceramic,0.00144242,3.18,3.0364,,,0.9548,,XINLTC,,https://www.amazon.com/Steelite-Commercial-Foodservice-Restaurant-Contemporary/dp/B0BQNKHST1/ref=sr_1_9?c=ts&keywords=Dinner%2BPlates&qid=1699297849&refinements=p_n_feature_five_browse-bin%3A5616183011%2Cp_n_material_browse%3A366828011&s=kitchen&sr=1-9&ts_id=367155011&th=1
142,Y,Foodware,Plate,Small Ceramic Plate,Ceramic,"5"" x 5""",30,13.3,Corrugated Cardboard,12.5%,1.66,11.64,$52.99,0.3879,Ceramic,0.00144242,3.18,1.2336,,,0.3879,,XINLTC,,https://www.amazon.com/XINLTC-Ceramic-Appetizer-Microwave-Dishwasher/dp/B0B6W2BWR6/ref=sr_1_20_sspa?dib=eyJ2IjoiMSJ9.0Wgc0XKmoj1DerCyOCsfG38H0m9jwCNHz4xjzpcfdxGbo5WIyvNI0JOsCFoXcfxrMIsRpQ8aJuBwQ5CZvo28M7YzpWTiIYw2cHgoXM8cE36r0PnhKWPz9ETKbQQ5y5fCmJp_YsU6lR0TcEhNy6UKzX8Oa7ffwrG8ZYEmKLsA8PxL1e2EIkwq026LdL-i-KIom9iqH0vep1GOdefUPtbi1UsUgOam6BAhbX0L2xGWPJ9AxgJbIvgZlXyZj-LmrTgRzZVEooCtPMd9O30YXOaxmGrX7xB1C6fc6cFPh9zXU1A.FjhamYfmfh90Vfys7PpnbBzfKbqXO5wdfpBv1TMEhtY&dib_tag=se&hvadid=580695286724&hvdev=c&hvlocphy=9031042&hvnetw=g&hvqmt=e&hvrand=13659110793126508147&hvtargid=kwd-310897826076&hydadcr=21446_13322358&keywords=small%2Breusable%2Bplastic%2Bplates&qid=1708627382&sr=8-20-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&th=1
143,Y,Foodware,Plate,Large Stainless Steel Plate,Stainless Steel,"9"" x 9""",1,0.57,Corrugated Cardboard,12.5%,0.07,0.50,$6.99,0.4988,Stainless Steel,0.00175540,3.87,1.9302,,,0.4988,,Choice,,https://www.webstaurantstore.com/sizzler-7x10-5-aluminum/471ALMSZ10.html?utm_source=google&utm_medium=cpc&utm_campaign=GoogleShopping&gclid=CjwKCAiA_tuuBhAUEiwAvxkgTubL29yPcnzzLKjhCqSxCvlDT2aFFCurpBFi4Kl94Eep_K8CtA8wtRoCh_8QAvD_BwE
144,Y,Foodware,Plate,Small Stainless Steel Plate,Stainless Steel,"5"" x 5""",1,0.1,Corrugated Cardboard,12.5%,0.01,0.09,$3.29,0.0875,Stainless Steel,0.00175540,3.87,0.3386,,,0.0875,,Choice,,https://www.webstaurantstore.com/choice-6-x-1-2-round-aluminum-sizzler-platter/471ALMSZRD6.html
145,Y,Foodware,Plate,Large SAN Plastic Plate,SAN Plastic,"9"" x 9""",12,7.5,Corrugated Cardboard,12.5%,0.94,6.56,$52.49,0.5469,SAN Plastic,0.00182185,4.0165,2.1965,,,0.5469,,GET Enterprises,,https://www.webstaurantstore.com/get-ebt-1300-w-13-round-white-san-plastic-economy-bar-tray-case/375EBT1300.html?utm_source=google&utm_medium=cpc&utm_campaign=GoogleShopping&gclid=CjwKCAiAuNGuBhAkEiwAGId4arJMA_KVuw_OnI8F6oLhK2jktwJYudz26xEnanRH-1jfE-KwYbz2whoCQ5gQAvD_BwE
146,Y,Foodware,Plate,Small SAN Plastic Plate,SAN Plastic,"5"" x 5""",12,3.2,Corrugated Cardboard,12.5%,0.40,2.80,$13.49,0.2333,SAN Plastic,0.00182185,4.0165,0.9372,,,0.2333,,Acopa Foundations,,https://www.webstaurantstore.com/acopa-foundations-6-1-2-white-narrow-rim-melamine-plate-case/304FND106W.html?utm_source=google&utm_medium=cpc&utm_campaign=GoogleShopping&gclid=CjwKCAiA_tuuBhAUEiwAvxkgTn1TDrC_z7uxLLD0-8FzYTmpfCx7ryoZ9XhYG0XOPP5xyfJ3VxudkBoCxqwQAvD_BwE
147,Y,Foodware,Food Tray,Stainless Steel Tray- 9in x 9in x 3in,Stainless Steel,"9"" x 9""",4,4.5,Corrugated Cardboard,12.5%,0.56,3.94,$27.99,0.9844,Stainless Steel,0.00175540,3.87,3.8095,,,0.9844,,WG inc,,https://www.amazon.com/WG-Stainless-Divided-Compartment-Control/dp/B0991PQR1R/ref=sr_1_3?crid=34EW9IK16A811&keywords=restaurant%2Bstainless%2Bsteel%2B3%2Bcompartment%2Btray&qid=1702443241&s=home-garden&sprefix=restaurant%2Bstainless%2Bsteel%2B3%2Bcompartment%2Btray%2B%2Cgarden%2C155&sr=1-3&th=1
148,Y,Foodware,Food Tray,Stainless Steel Tray- 5in x 5in x 3in,Stainless Steel,"5"" x 5""",1,0.39375,Corrugated Cardboard,12.5%,0.05,0.34,$6.36,0.3445,Stainless Steel,0.00175540,3.87,1.3333,,,0.3445,,Clipper Mill,,https://www.webstaurantstore.com/clipper-mill-by-get-4-80868-6-x-4-1-2-stainless-steel-boat-tray/375480868.html
149,Y,Foodware,Plate,Large Melamine Plate,Melamine,"9"" x 9""",24,9,Corrugated Cardboard,12.5%,1.13,7.88,$59.81,0.3281,Melamine,0.00140863,3.1055,1.0190,,,0.3281,,GET Enterprises,,https://www.webstaurantstore.com/get-op-610-w-white-10-supermel-platter-case/375OP610W.html
150,Y,Foodware,Plate,Small Melamine Plate,Melamine,"5"" x 5""",24,2.97,Corrugated Cardboard,12.5%,0.37,2.60,$15.12,0.1083,Melamine,0.00140863,3.1055,0.3363,,,0.1083,,TableCraft Products,,https://www.culinarydepotinc.com/tablecraft-products-10311w-3-1-4-oz-4-w-x-4-d-x-1-h-mini-plate/?wickedsource=google&wickedid=CjwKCAiA_tuuBhAUEiwAvxkgThusx5F-zBwLD1Lm96MQB7bfge852L4V_Kxs-EUqihvhWHn9f2S1ZRoC29IQAvD_BwE&wickedid=676688228040&wcid=20637746292&wv=4&keyword=&gad_source=1&gclid=CjwKCAiA_tuuBhAUEiwAvxkgThusx5F-zBwLD1Lm96MQB7bfge852L4V_Kxs-EUqihvhWHn9f2S1ZRoC29IQAvD_BwE
151,Y,Foodware,Food Tray,Recycled Stainless Steel Tray- 9in x 9in x 3in,Recycled Stainless Steel,"9"" x 9""",1,1.035,Corrugated Cardboard,12.5%,0.13,0.91,$8.85,0.9056,Recycled Stainless Steel,0.00081941,1.8065,1.6360,,,0.9056,,Ahimsa,,https://ahimsaschools.com/products/cafeteria-tray
152,Y,Foodware,Food Tray,Recycled Stainless Steel Tray- 5in x 5in x 3in,Recycled Stainless Steel,"5"" x 5""",1,0.39375,Corrugated Cardboard,12.5%,0.05,0.34,$9.90,0.3445,Recycled Stainless Steel,0.00081941,1.8065,0.6224,,,0.3445,,Ahimsa,,https://ahimsaschools.com/products/compartment-plates
153,Y,Foodware,Bowl,Small Polypropylene Bowl,Plastic (#5 PP),"5""",24,6.3,Corrugated Cardboard,12.5%,0.79,5.51,$96.00,0.2297,Plastic (#5 PP),0.00100697,2.22,0.5099,,,0.2297,,GET Enterprises,,https://eleven36.com/Eleven-36/Disposables/To-Go-Containers/Reusable-To-Go-Containers/GET-Enterprises-EC-26-1-JA-32-oz-Polypropylene-Jade-Reusable-Soup-Container-41-oz-Rim-Full-6-5-Top-Dia-3-25-Tall-Reusable-Takeout-Container/p/sku-00097013
154,Y,Foodware,Bowl,Large Polypropylene Bowl,Plastic (#5 PP),"9""",10,2.48,Corrugated Cardboard,12.5%,0.31,2.17,$24.12,0.2170,Plastic (#5 PP),0.00100697,2.22,0.4817,,,0.2170,,Gilac,,https://eleven36.com/Eleven-36/Disposables/To-Go-Containers/Reusable-To-Go-Containers/GET-Enterprises-EC-26-1-JA-32-oz-Polypropylene-Jade-Reusable-Soup-Container-41-oz-Rim-Full-6-5-Top-Dia-3-25-Tall-Reusable-Takeout-Container/p/sku-00097013
155,Y,Foodware,Bowl,Large HDPE Bowl,HDPE,"9""",1,0.506,Corrugated Cardboard,12.5%,0.06,0.44,$6.00,0.4428,HDPE,0.00091626,2.02,0.8944,,,0.4428,,Buoy,,https://buoy.eco/shop/buoy-reusable-food-container-64oz-1-9l-lid-without-ventilation/
156,Y,Foodware,Bowl,Small HDPE Bowl,HDPE,"5""",1,0.3696,Corrugated Cardboard,12.5%,0.05,0.32,$6.00,0.3234,HDPE,0.00091626,2.02,0.6533,,,0.3234,,Buoy,,https://buoy.eco/shop/buoy-reusable-food-container-64oz-1-9l-lid-without-ventilation/
157,Y,Foodware,Bowl,Large Ceramic Bowl,Ceramic,"9""",36,40,Corrugated Cardboard,12.5%,5.00,35.00,$110.93,0.9722,Ceramic,0.00144242,3.18,3.0917,,,0.9722,,CAC China,,https://www.restaurantsupply.com/cac-china-rec-29-rolled-edge-20-oz-american-white-ceramic-nappie
158,Y,Foodware,Bowl,Small Ceramic Bowl,Ceramic,"5""",36,17,Corrugated Cardboard,12.5%,2.13,14.88,$110.93,0.4132,Ceramic,0.00144242,3.18,1.3140,,,0.4132,,CAC China,,https://www.restaurantsupply.com/cac-china-rec-24-rolled-edge-10-oz-american-white-ceramic-round-nappie
159,Y,Foodware,Bowl,Small Stainless Steel Bowl,Stainless Steel,"5""",4,1.433005,Corrugated Cardboard,12.5%,0.18,1.25,$10.00,0.3135,Stainless Steel,0.00175540,3.87,1.2131,,,0.3135,,LIfe Without Plastic,,https://lifewithoutplastic.com/set-of-4-stainless-steel-bowl-12-cm-4-75/#product-additional-info
160,Y,Foodware,Bowl,Large Stainless Steel Bowl,Stainless Steel,"9""",4,1.8,Corrugated Cardboard,12.5%,0.23,1.58,$20.00,0.3938,Stainless Steel,0.00175540,3.87,1.5238,,,0.3938,,LIfe Without Plastic,,https://lifewithoutplastic.com/set-of-4-stainless-steel-bowl-12-cm-4-75/#product-additional-info
161,Y,Foodware,Bowl,Large SAN Plastic Bowl,SAN Plastic,"9""",1,0.2925,Corrugated Cardboard,12.5%,0.04,0.26,$2.72,0.2559,SAN Plastic,0.00182185,4.0165,1.0280,,,0.2559,,Cambro,,https://www.gofoodservice.com/p/cambro-sb80110
162,Y,Foodware,Bowl,Small SAN Plastic Bowl,SAN Plastic,"5""",1,0.135,Corrugated Cardboard,12.5%,0.02,0.12,$1.34,0.1181,SAN Plastic,0.00182185,4.0165,0.4744,,,0.1181,,Cambro,,https://www.gofoodservice.com/p/cambro-sb60110
163,Y,Foodware,Bowl,Large Melamine Bowl,Melamine,"9""",1,0.844,Corrugated Cardboard,12.5%,0.11,0.74,$5.29,0.7385,Melamine,0.00140863,3.1055,2.2934,,,0.7385,,GET Enterprises,,https://www.webstaurantstore.com/get-b-4000-w-settlement-40-oz-ivory-american-white-melamine-bowl/375B4000W.html?utm_source=google&utm_medium=cpc&utm_campaign=GoogleShopping&gclid=CjwKCAiA_tuuBhAUEiwAvxkgThBQlAnuNaYMemZSavxdbak0CEWiGfo_lD5k_qDjyMIPm5ZitRa6XRoCr-AQAvD_BwE
164,Y,Foodware,Bowl,Small Melamine Bowl,Melamine,"5""",12,3.02,Corrugated Cardboard,12.5%,0.38,2.64,$23.49,0.2202,Melamine,0.00140863,3.1055,0.6839,,,0.2202,,Thunder Group,,https://www.webstaurantstore.com/thunder-group-ns315w-15-oz-narrow-rim-nustone-white-melamine-bowl-5-1-4-diameter-pack/271NS315WH.html?utm_source=google&utm_medium=cpc&utm_campaign=GoogleShopping&gclid=CjwKCAiA_tuuBhAUEiwAvxkgTij3kr7xwE86MXZQSMcywHJnoSY0sEoXFU2A90ENLMYLHjMeZMlK2hoCD10QAvD_BwE
165,Y,Condiments,Ramekin,Melamine Ramekin,Melamine,2 oz,12,1.39,Corrugated Cardboard,12.5%,0.17,1.22,$5.39,0.1014,Melamine,0.00140863,3.1055,0.3148,,,0.1014,,Acopa Foundations,,https://www.webstaurantstore.com/acopa-2-oz-white-fluted-melamine-ramekin-case/304RAM2FW.html?utm_source=google&utm_medium=cpc&utm_campaign=GoogleShopping&gclid=CjwKCAiA_tuuBhAUEiwAvxkgTr3EwHFfkIpt6FTE1zgrP-K9G1E_Ie4Cyun396_iAh7BLdWzAWvu1hoCrUUQAvD_BwE
166,Y,Condiments,Ramekin,Ceramic Ramekin,Ceramic,2 oz,48,13.31,Corrugated Cardboard,12.5%,1.66,11.65,$60.49,0.2426,Ceramic,0.00144242,3.18,0.7716,,,0.2426,,Tuxton,,https://www.webstaurantstore.com/tuxton-bpx-0203-duratux-2-oz-bright-white-smooth-china-pipkin-ramekin-case/303SRAM2PWH.html?utm_source=google&utm_medium=cpc&utm_campaign=GoogleShopping&gclid=CjwKCAiA_tuuBhAUEiwAvxkgTmxRv5yGIB2xH0FZHLDwJom5WBMR71IRJmlWmBAdtUN93jHNtMhtcxoCFXIQAvD_BwE
167,Y,Condiments,Ramekin,Stainless Steel Ramekin,Stainless Steel,2 oz,12,0.7875,Corrugated Cardboard,12.5%,0.10,0.69,$10.34,0.0574,Stainless Steel,0.00175540,3.87,0.2222,,,0.0574,,ITI,,https://www.grainger.com/product/45U736?gucid=N:N:PS:Paid:GGL:CSM-2295:4P7A1P:20501231&gad_source=1&gclid=CjwKCAiA_tuuBhAUEiwAvxkgTq2QpKJHDvZL4ttlylcKh0o5fvyYkrLvZ5GgvS5AunYbzg_WGRHicxoCgv0QAvD_BwE&gclsrc=aw.ds